#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Time Remaining"
85.1%,42545000,85089.99994528056,-666697.3096065652,131579.92935252565,-535117.3802540395,307.6692228200553,506.74044735741137,1.0108376652746003,104,3:26:14
85.1%,42550000,85099.99994524622,-667258.7873027949,131800.77112728453,-535458.0161755104,308.1856102169829,508.7699576607995,1.0068053802981838,104,3:26:05
85.1%,42555000,85109.99994521188,-666192.6492910762,133120.23012701952,-533072.4191640567,311.27085982145536,508.4387543676321,1.0074612257754787,104,3:25:57
85.1%,42560000,85119.99994517754,-665698.951904845,132024.50726284468,-533674.4446420002,308.7087654070129,508.77123578739884,1.0068028510185267,104,3:25:49
85.1%,42565000,85129.9999451432,-666592.7673348146,132853.76380330042,-533739.0035315142,310.64778997235453,507.4279216576684,1.0094681605884215,104,3:25:41
85.1%,42570000,85139.99994510885,-667950.7408551183,132393.8482474785,-535556.8926076398,309.57238384986397,507.09349530105425,1.0101339012500388,104,3:25:32
85.2%,42575000,85149.99994507451,-667792.9038205161,131674.21490028882,-536118.6889202272,307.88968775985427,507.9448400523908,1.0084408587635993,104,3:25:24
85.2%,42580000,85159.99994504017,-667687.4565996053,133237.63988454116,-534449.8167150641,311.5453953758209,508.09558390187703,1.0081416704576083,104,3:25:16
85.2%,42585000,85169.99994500582,-666199.4328921787,133028.97910567257,-533170.4537865061,311.057490419621,508.2777990272281,1.0077802565591345,104,3:25:08
85.2%,42590000,85179.99994497148,-666998.6483160337,133604.71464457893,-533393.9336714547,312.40371477676155,506.0440470640418,1.0122287450644534,104,3:24:59
85.2%,42595000,85189.99994493714,-666788.3585235602,132579.3618951267,-534208.9966284335,310.0061645949616,507.2990807629165,1.0097245394898737,104,3:24:51
85.2%,42600000,85199.9999449028,-666219.347144987,131782.18281003187,-534437.1643349552,308.14214573762956,509.0799287498124,1.0061923516900408,104,3:24:43
85.2%,42605000,85209.99994486845,-666763.3555234978,132429.9291746349,-534333.4263488629,309.65675075043504,508.20523930487633,1.0079241438116697,104,3:24:34
85.2%,42610000,85219.99994483411,-667003.6462237127,131799.92982613307,-535203.7163975796,308.18364302888136,508.4896560103046,1.007360375284786,104,3:24:26
85.2%,42615000,85229.99994479977,-666335.3718590336,132604.81842748023,-533730.5534315533,310.065688806317,507.5870047952815,1.009151782586641,104,3:24:18
85.2%,42620000,85239.99994476543,-667024.7521642833,133531.07407520723,-533493.6780890761,312.2315233425656,507.7517584563412,1.008824336254891,104,3:24:10
85.2%,42625000,85249.99994473108,-665268.0474993661,132837.33731029596,-532430.7101890701,310.6093804188519,510.2365933766704,1.0039113959214379,104,3:24:01
85.3%,42630000,85259.99994469674,-666024.2306966847,131849.6378685598,-534174.5928281249,308.29987378578016,508.9067673644005,1.0065347202195691,104,3:23:53
85.3%,42635000,85269.9999446624,-667852.101301868,133964.451998992,-533887.649302876,313.2448773522109,506.1546140617954,1.0120076286500763,104,3:23:45
85.3%,42640000,85279.99994462806,-667126.5453614765,133681.8599016311,-533444.6854598454,312.5841011122634,508.9658452420203,1.0064178873601992,104,3:23:36
85.3%,42645000,85289.99994459371,-666888.7973410855,132607.32162329194,-534281.4757177936,310.0715419505902,507.3331145458111,1.0096568034309117,104,3:23:28
85.3%,42650000,85299.99994455937,-665654.6518391725,132037.48042649217,-533617.1714126803,308.739100148767,507.5962013323497,1.009133498955377,104,3:23:20
85.3%,42655000,85309.99994452503,-667936.9287023754,132373.7424093773,-535563.186292998,309.5253709990958,506.66457740460254,1.0109890320947452,104,3:23:11
85.3%,42660000,85319.99994449069,-667008.6576556838,132422.7283977926,-534585.9292578911,309.63991339974126,508.0329739717693,1.0082659137307026,104,3:23:03
85.3%,42665000,85329.99994445634,-666410.8501096196,133057.77405677404,-533353.0760528455,311.1248207508511,509.38468552065115,1.0055903627793803,104,3:22:55
85.3%,42670000,85339.999944422,-667006.9001314053,133687.11442639327,-533319.785705012,312.5963876027473,507.3271096171952,1.009668754136711,104,3:22:46
85.3%,42675000,85349.99994438766,-666619.0283869789,133010.4688054496,-533608.5595815293,311.0142083650418,508.62994341585505,1.007082530900411,104,3:22:38
85.4%,42680000,85359.99994435332,-668171.1870203605,133323.60156464577,-534847.5854557147,311.74639687688745,506.02196316317026,1.0122729209320889,104,3:22:30
85.4%,42685000,85369.99994431897,-665386.8237671182,132436.9629850135,-532949.8607821047,309.67319768868236,509.4276469746853,1.0055055585399477,104,3:22:22
85.4%,42690000,85379.99994428463,-666456.3693267768,132991.22442947587,-533465.144897301,310.96920984415317,508.84806651595835,1.0066508343328995,104,3:22:13
85.4%,42695000,85389.99994425029,-665797.1787427361,132743.48669393137,-533053.6920488047,310.38993246550393,507.52148468779325,1.0092820622600378,104,3:22:05
85.4%,42700000,85399.99994421595,-666590.0371760945,132907.3821583685,-533682.655017726,310.773164090686,510.25046162266324,1.0038841103210494,104,3:21:57
85.4%,42705000,85409.9999441816,-668480.695603021,132897.42204249423,-535583.2735605268,310.749874664059,508.15946945531283,1.0080149273928223,104,3:21:48
85.4%,42710000,85419.99994414726,-666984.9897723631,132427.48591320298,-534557.5038591601,309.6510377488428,508.61317891753004,1.0071157255444003,104,3:21:40
85.4%,42715000,85429.99994411292,-665767.4034890491,132704.70296510047,-533062.7005239485,310.29924568852977,508.249183740413,1.0078369962884066,104,3:21:32
85.4%,42720000,85439.99994407858,-665376.5976570086,132539.9485357048,-532836.6491213038,309.91400557252,510.7674985779638,1.0028679039545128,104,3:21:23
85.5%,42725000,85449.99994404423,-664349.5858347337,132926.03483496705,-531423.5509997667,310.8167790594797,509.5868879109044,1.005191347852204,104,3:21:15
85.5%,42730000,85459.99994400989,-666430.0986383948,133104.01402447745,-533326.0846139174,311.23294221737365,507.0982559250937,1.010124418141633,104,3:21:07
85.5%,42735000,85469.99994397555,-666335.7702197116,131675.21843874367,-534660.551780968,307.89203430235506,509.4442543846676,1.0054727799917424,104,3:20:59
85.5%,42740000,85479.9999439412,-666959.7163341469,132271.21171032044,-534688.5046238265,309.285626680572,507.730246774743,1.008867078455199,104,3:20:50
85.5%,42745000,85489.99994390686,-665645.6863624123,133108.83623116423,-532536.8501312481,311.2442178320582,509.7993116303277,1.0047725036521995,104,3:20:42
85.5%,42750000,85499.99994387252,-668302.4744040519,133105.66580788803,-535196.8085961639,311.2368045307272,507.98270959782036,1.008365680620343,104,3:20:34
85.5%,42755000,85509.99994383818,-668244.3428847766,132799.2820846748,-535445.0608001018,310.5203970780892,507.383092711291,1.0095573503834518,104,3:20:26
85.5%,42760000,85519.99994380384,-665735.1828812612,132076.5994352515,-533658.5834460098,308.8305709002844,508.8712654146471,1.0066049421941448,104,3:20:18
85.5%,42765000,85529.9999437695,-667046.7986628637,133581.95090638887,-533464.8477564747,312.35048704156003,508.7495757556545,1.0068457156866317,104,3:20:09
85.5%,42770000,85539.99994373515,-666541.8687640768,131795.18045544683,-534746.68830863,308.17253772433287,507.3017049908963,1.0097193162718907,104,3:20:01
85.5%,42775000,85549.99994370081,-666319.320539176,132331.45059546983,-533987.8699437062,309.42648137679095,508.205323778054,1.007923976275929,104,3:19:53
85.6%,42780000,85559.99994366647,-667827.5509909024,132277.08400725794,-535550.4669836444,309.2993576883619,509.0012990060783,1.0063477867486843,104,3:19:45
85.6%,42785000,85569.99994363212,-667243.9660064802,132942.66548888927,-534301.300517591,310.8556659960544,508.303091217629,1.0077301113395372,104,3:19:36
85.6%,42790000,85579.99994359778,-667929.9766116291,133400.97292972426,-534529.0036819049,311.9273119136971,507.199574345585,1.0099226352227932,104,3:19:28
85.6%,42795000,85589.99994356344,-666285.0441015372,132953.66077247754,-533331.3833290597,310.881375922887,507.21997180970527,1.0098820219546627,104,3:19:20
85.6%,42800000,85599.9999435291,-666694.2073818119,132717.43347314253,-533976.7739086694,310.3290130362908,509.132984342896,1.006087498668106,104,3:19:11
85.6%,42805000,85609.99994349475,-666523.9198584077,132840.18020545057,-533683.7396529571,310.61602787144653,509.5884672403582,1.0051882325377801,104,3:19:03
85.6%,42810000,85619.99994346041,-667429.4340364723,132457.2791773609,-534972.1548591114,309.7207024041884,509.1833891674056,1.0059879045633286,104,3:18:55
85.6%,42815000,85629.99994342607,-666641.0860808119,132224.29297054757,-534416.7931102643,309.17591806260384,507.4156727594975,1.0094925289187069,104,3:18:46
85.6%,42820000,85639.99994339173,-666360.3397768834,132056.48136441794,-534303.8584124654,308.78352944610174,508.0403169053298,1.0082513408132205,104,3:18:38
85.7%,42825000,85649.99994335738,-667226.9670251347,132783.02432505082,-534443.9427000838,310.4823820685591,507.61778852765417,1.0090905840646414,104,3:18:30
85.7%,42830000,85659.99994332304,-666745.3746276926,133321.43351005716,-533423.9411176355,311.7413273828272,508.01638063880733,1.0082988467081782,104,3:18:22
85.7%,42835000,85669.9999432887,-667179.2329924768,132608.6153453551,-534570.6176471217,310.0745670203229,507.6955379985459,1.008936049992307,104,3:18:13
85.7%,42840000,85679.99994325436,-665364.7244041823,132385.2753032284,-532979.4491009539,309.55233800314795,511.40045337910965,1.0016266652138572,104,3:18:05
85.7%,42845000,85689.99994322001,-667182.2412378197,132975.62239354497,-534206.6188442747,310.9327280927729,508.6778406358604,1.0069877037825523,104,3:17:57
85.7%,42850000,85699.99994318567,-666800.0337500763,132725.85967200497,-534074.1740780714,310.34871575286843,507.59805273574887,1.0091298182612136,104,3:17:48
85.7%,42855000,85709.99994315133,-666766.2068648092,133360.036499893,-533406.1703649161,311.83159154347663,509.4836453757841,1.005395041344577,104,3:17:40
85.7%,42860000,85719.99994311699,-667067.2077180743,132860.66705857293,-534206.5406595015,310.6639316376911,507.07089124392763,1.0101789307021405,104,3:17:32
85.7%,42865000,85729.99994308264,-666573.4105853988,132602.14736317872,-533971.2632222201,310.059443140418,507.2929746241188,1.0097366932520861,104,3:17:23
85.7%,42870000,85739.9999430483,-667539.9657564727,133581.14475277934,-533958.8210036934,312.3486020378536,507.95541745464106,1.0084198595100389,104,3:17:15
85.8%,42875000,85749.99994301396,-667411.0219341703,131568.53104772215,-535842.4908864482,307.6425705213528,509.02851647809314,1.006293977891545,104,3:17:07
85.8%,42880000,85759.99994297962,-667327.6385507793,133744.1362981963,-533583.502252583,312.7297200575352,507.31189894871807,1.0096990269072152,104,3:16:58
85.8%,42885000,85769.99994294527,-667857.4795611845,134056.84785078233,-533800.6317104022,313.46092367517224,507.7570494055985,1.008813824065294,104,3:16:50
85.8%,42890000,85779.99994291093,-667342.9319730136,131736.0934202636,-535606.83855275,308.034376362771,507.53879155125566,1.0092476461579833,104,3:16:42
85.8%,42895000,85789.99994287659,-666401.2348891143,133675.44804545632,-532725.786843658,312.5691084700281,507.86003495171275,1.008609253444554,104,3:16:34
85.8%,42900000,85799.99994284225,-667897.508810217,133286.9291219627,-534610.5796882543,311.6606468541086,507.55355472509655,1.00921829024409,104,3:16:25
85.8%,42905000,85809.9999428079,-666906.92741337,132574.8543606216,-534332.0730527483,309.99562476837224,508.1928476489466,1.00794872079903,104,3:16:17
85.8%,42910000,85819.99994277356,-667305.0874465103,133060.7988656517,-534244.2885808586,311.1318935666,507.0121275122773,1.0102960124845701,104,3:16:09
85.8%,42915000,85829.99994273922,-667375.6641903464,131693.59541639753,-535682.0687739488,307.93500461295156,506.7049323472103,1.0109085150092327,104,3:16:00
85.8%,42920000,85839.99994270488,-665963.4383371603,132862.2733441114,-533101.1649930489,310.667687564797,508.7765768468375,1.0067922817546984,104,3:15:52
85.8%,42925000,85849.99994267053,-667106.4303951329,133089.72683712767,-534016.7035580052,311.1995349352006,507.50263546113865,1.0093195481468504,104,3:15:44
85.9%,42930000,85859.99994263619,-666582.644637167,132822.0570137682,-533760.5876233988,310.57365098062917,507.42917391534985,1.0094656693752173,104,3:15:35
85.9%,42935000,85869.99994260185,-667378.9558891109,132807.84810507682,-534571.1077840341,310.5404267349884,508.1462877204677,1.008041076133478,104,3:15:27
85.9%,42940000,85879.9999425675,-666879.1733239433,132780.81934742795,-534098.3539765154,310.4772262385256,508.8036411173078,1.0067387284849911,104,3:15:19
85.9%,42945000,85889.99994253316,-666949.2951566884,132541.88522050245,-534407.4099361859,309.9185340618532,507.08677105188735,1.0101472961805156,104,3:15:11
85.9%,42950000,85899.99994249882,-667939.1093581216,132688.08986589452,-535251.0194922271,310.2603997995977,506.79462177683473,1.0107296105690164,104,3:15:02
85.9%,42955000,85909.99994246448,-667259.6338928649,132757.86332584263,-534501.7705670223,310.42354889309036,507.03922807339484,1.010242013528834,104,3:14:54
85.9%,42960000,85919.99994243013,-667718.4869088801,131920.38421562652,-535798.1026932535,308.46529775071525,508.73376574382286,1.006877005614192,104,3:14:46
85.9%,42965000,85929.99994239579,-666289.058497184,133013.99196949208,-533275.0665276919,311.0224464690456,508.112234778424,1.008108633578455,104,3:14:37
85.9%,42970000,85939.99994236145,-666918.0894189836,132148.73898443414,-534769.3504345494,308.99925254604017,507.52847372631106,1.0092681637073977,104,3:14:29
86.0%,42975000,85949.99994232711,-666429.7779104486,132997.6610224076,-533432.116888041,310.9842603275716,506.95248728040457,1.0104148683733494,104,3:14:21
86.0%,42980000,85959.99994229276,-667482.5087519442,132949.41420236285,-534533.0945495813,310.8714463011486,508.37867035152544,1.0075802951228896,104,3:14:12
86.0%,42985000,85969.99994225842,-665959.1869720602,132259.8572205266,-533699.3297515337,309.25907683313267,508.44401861014785,1.0074507948921885,104,3:14:04
86.0%,42990000,85979.99994222408,-665762.9364379756,132799.6071251568,-532963.3293128188,310.52115711005587,508.93000975721947,1.0064887526505426,104,3:13:56
86.0%,42995000,85989.99994218974,-666454.5634719268,134083.37096634269,-532371.1925055841,313.52294184459504,508.9326370688106,1.0064835567574641,104,3:13:48
86.0%,43000000,85999.9999421554,-668250.0915105962,133146.07512468816,-535104.016385908,311.3312923690758,506.05364467470287,1.0122095475396506,104,3:13:39
86.0%,43005000,86009.99994212105,-667138.1696222783,132487.80181025565,-534650.3678120227,309.79207251958024,509.6047603712977,1.0051560945658355,104,3:13:31
86.0%,43010000,86019.99994208671,-665625.3406466171,131497.64481779656,-534127.6958288206,307.47681947271514,508.7793151572456,1.0067868630796426,104,3:13:23
86.0%,43015000,86029.99994205237,-666485.2545801164,132869.60160045396,-533615.6529796624,310.6848229968088,508.5353179383528,1.0072699233233344,104,3:13:14
86.0%,43020000,86039.99994201802,-666940.2021706034,132720.59368423355,-534219.60848637,310.3364024587894,509.1861644858154,1.005982421427795,104,3:13:06
86.0%,43025000,86049.99994198368,-667202.0108186314,133030.8318063346,-534171.1790122967,311.0618225314835,509.594442582571,1.0051764460205506,104,3:12:58
86.1%,43030000,86059.99994194934,-666749.3793602479,133616.24403017818,-533133.1353300697,312.43067357757843,507.12442133053304,1.0100723001330476,104,3:12:49
86.1%,43035000,86069.999941915,-666186.8541975738,133510.0355408816,-532676.8186566923,312.18232959746257,508.08198844560724,1.0081686467061393,104,3:12:41
86.1%,43040000,86079.99994188065,-666454.3685575994,133337.62519628622,-533116.7433613131,311.7791878950097,507.7095071673009,1.0089082900277087,104,3:12:33
86.1%,43045000,86089.99994184631,-667387.9602420358,133545.11833815888,-533842.841903877,312.26436260223596,509.01215254153215,1.0063263286531796,104,3:12:25
86.1%,43050000,86099.99994181197,-666722.8264763393,132816.75327913082,-533906.0731972085,310.5612494242371,508.0142049047106,1.0083031650720333,104,3:12:16
86.1%,43055000,86109.99994177763,-666308.5435283612,132155.7889176114,-534152.7546107499,309.015737183722,508.2980067574033,1.0077401915751494,104,3:12:08
86.1%,43060000,86119.99994174328,-666471.131549722,133001.72063837215,-533469.4109113499,310.99375280028306,509.0625116592121,1.006226777606209,104,3:12:00
86.1%,43065000,86129.99994170894,-666639.1718266741,132424.50890341884,-534214.6629232552,309.64407670021535,509.76971567550294,1.004830838230957,104,3:11:51
86.1%,43070000,86139.9999416746,-667118.5862330799,133227.10163229643,-533891.4846007834,311.5207541110476,510.36855962406037,1.003651814062145,104,3:11:43
86.2%,43075000,86149.99994164026,-666419.2497437214,133623.4477971128,-532795.8019466086,312.4475179199114,508.5747945137269,1.0071917370516612,104,3:11:35
86.2%,43080000,86159.99994160591,-666800.5236945404,132336.36737301163,-534464.1563215287,309.4379781235403,506.1344128909653,1.0120480205666642,104,3:11:27
86.2%,43085000,86169.99994157157,-665018.0484975749,132555.72859791998,-532462.319899655,309.95090359717835,508.2014588622014,1.0079316416245545,104,3:11:18
86.2%,43090000,86179.99994153723,-666665.9830455771,132449.54816099946,-534216.4348845776,309.70262521105377,507.69441792017057,1.0089382759128842,104,3:11:10
86.2%,43095000,86189.99994150289,-667363.1573648509,133223.67368130764,-534139.4836835433,311.5127386407417,507.9173552680486,1.0084954282309302,104,3:11:02
86.2%,43100000,86199.99994146854,-667642.4666784438,133754.8186461777,-533887.6480322662,312.75469825685104,509.07013851530394,1.0062117023813077,104,3:10:53
86.2%,43105000,86209.9999414342,-666822.3300354495,133141.6592510863,-533680.6707843632,311.32096687030224,508.4410546609979,1.007456667810789,104,3:10:45
86.2%,43110000,86219.99994139986,-666816.0894607278,133277.28991384796,-533538.7995468798,311.638107796033,507.2068176336113,1.0099082127815384,104,3:10:37
86.2%,43115000,86229.99994136552,-667320.1014158726,133591.26818719227,-533728.8332286803,312.37227334709826,509.20252438124504,1.005950100756882,104,3:10:28
86.2%,43120000,86239.99994133117,-666531.788033979,132515.5725812024,-534016.2154527766,309.85700804247,508.75682054296357,1.0068313780251623,104,3:10:20
86.2%,43125000,86249.99994129683,-665931.3353824657,132698.54992259052,-533232.7854598752,310.2848582221713,508.8496700536073,1.0066476620747506,104,3:10:12
86.3%,43130000,86259.99994126249,-666844.1174970749,133573.22755743162,-533270.8899396432,312.3300895082335,508.82921604515025,1.0066881274787491,104,3:10:04
86.3%,43135000,86269.99994122815,-666120.1249746825,132080.07899485013,-534040.0459798323,308.83870704538447,508.8696715711388,1.006608095006824,104,3:09:55
86.3%,43140000,86279.9999411938,-666711.7989581563,133033.01507642533,-533678.7838817309,311.0669276034753,508.42599065282604,1.007486517456078,104,3:09:47
86.3%,43145000,86289.99994115946,-666458.4071978526,132355.20715527536,-534103.2000425772,309.48203059564383,506.9502210531621,1.0104193852462215,104,3:09:39
86.3%,43150000,86299.99994112512,-667423.6260083793,132423.68764178854,-534999.9383665908,309.64215636989775,507.9055925670865,1.0085187842055787,104,3:09:30
86.3%,43155000,86309.99994109078,-667886.9256052822,133624.00326328387,-534262.9223419983,312.44881674904127,507.4350649497433,1.0094539500491633,104,3:09:22
86.3%,43160000,86319.99994105643,-667298.2946748063,133336.9050813752,-533961.389593431,311.77750407289415,509.118841229903,1.00611544736696,104,3:09:14
86.3%,43165000,86329.99994102209,-664616.9677230804,132593.20599927395,-532023.7617238065,310.03853582957606,510.1909912513681,1.0040011279905143,104,3:09:05
86.3%,43170000,86339.99994098775,-668818.0224755513,131681.96923119423,-537136.0532443571,307.90781946865593,505.7350380138315,1.012847226719069,104,3:08:57
86.3%,43175000,86349.9999409534,-667441.9695486622,133054.21108108232,-534387.7584675798,311.1164895565162,509.3448437008872,1.005669021767462,104,3:08:49
86.4%,43180000,86359.99994091906,-667920.7813051576,132280.8949113758,-535639.8863937818,309.3082686059612,507.63923122339617,1.0090479600493183,104,3:08:41
86.4%,43185000,86369.99994088472,-666291.6061654976,131949.18985528543,-534342.4163102121,308.532653074664,506.61945381473555,1.0110790788825277,104,3:08:32
86.4%,43190000,86379.99994085038,-667064.5758027323,132587.04510910704,-534477.5306936252,310.0241300132874,508.53848663236727,1.0072636470428544,104,3:08:24
86.4%,43195000,86389.99994081604,-666901.5191358868,132522.70055864047,-534378.8185772463,309.8736751685997,507.96701125806555,1.008396843405919,104,3:08:16
86.4%,43200000,86399.9999407817,-668249.3713219282,133379.53220576874,-534869.8391161595,311.8771777411941,508.5801909387225,1.0071810499766194,104,3:08:07
86.4%,43205000,86409.99994074735,-667151.8262957511,132724.9640881829,-534426.8622075683,310.3466216373003,509.3830584598651,1.0055935748152323,104,3:07:59
86.4%,43210000,86419.99994071301,-666758.6383654531,132293.93494106788,-534464.7034243853,309.3387596984907,507.97357292335437,1.0083838176051345,104,3:07:51
86.4%,43215000,86429.99994067867,-665397.105254956,133117.4292752145,-532279.6759797416,311.26431067750667,508.2658443890758,1.0078039599978708,104,3:07:43
86.4%,43220000,86439.99994064432,-666858.1664185445,133557.48808122973,-533300.6783373147,312.29328638457736,505.9854270185358,1.0123460150329735,104,3:07:34
86.5%,43225000,86449.99994060998,-665746.0854098694,132155.24262201242,-533590.842787857,309.01445979785325,507.6676778701524,1.0089914190636877,104,3:07:26
86.5%,43230000,86459.99994057564,-666492.361465212,133134.31193592475,-533358.0495292873,311.30378687365163,508.2491927069713,1.0078369785080945,104,3:07:18
86.5%,43235000,86469.9999405413,-666673.8823709288,131341.01541817345,-535332.8669527553,307.11057785904393,508.23830860475414,1.0078585616916258,104,3:07:09
86.5%,43240000,86479.99994050695,-666862.2752784453,132897.70731272112,-533964.5679657243,310.7505417024853,509.3269091502341,1.0057044336447598,104,3:07:01
86.5%,43245000,86489.99994047261,-666550.1248242902,133164.36149662227,-533385.763327668,311.374050819159,508.0079364615983,1.0083156067891337,104,3:06:53
86.5%,43250000,86499.99994043827,-667231.1690992624,133485.53212646168,-533745.6369728008,312.12503403188424,506.21568188699695,1.0118855441173755,104,3:06:44
86.5%,43255000,86509.99994040393,-666765.5009538312,132004.8509430678,-534760.6500107634,308.6628036508468,508.02503963536753,1.0082816608303882,104,3:06:36
86.5%,43260000,86519.99994036958,-666042.9579384332,132872.92722240405,-533170.0307160291,310.6925991943324,508.0458679468966,1.008240324396287,104,3:06:28
86.5%,43265000,86529.99994033524,-666943.8021083334,132843.1879669895,-534100.614141344,310.6230608259379,508.21664306331786,1.0079015272295087,104,3:06:20
86.5%,43270000,86539.9999403009,-666365.6270664306,131662.31803750095,-534703.3090289297,307.8618696986503,508.2011233380878,1.0079323070803259,104,3:06:11
86.5%,43275000,86549.99994026656,-667704.0697724903,134004.27963294947,-533699.7901395408,313.3380050598085,506.8328672915695,1.0106533410989238,104,3:06:03
86.6%,43280000,86559.99994023221,-667825.4585810746,133107.61224591918,-534717.8463351554,311.24135582574047,507.24984286854493,1.0098225517631525,104,3:05:55
86.6%,43285000,86569.99994019787,-667208.4505451974,132070.1217608372,-535138.3287843601,308.81542435732354,508.6353943024121,1.0070717383116707,104,3:05:46
86.6%,43290000,86579.99994016353,-666933.7233101721,132972.93912500527,-533960.7841851668,310.92645389008646,508.11046468034573,1.008112145513908,104,3:05:38
86.6%,43295000,86589.99994012919,-665911.6465728018,132293.97241588094,-533617.6741569208,309.338847324671,509.0480645920669,1.0062553348817012,104,3:05:30
86.6%,43300000,86599.99994009484,-667040.5582129969,133690.39240909208,-533350.1658039049,312.6040524069034,508.62480558073094,1.0070927038686646,104,3:05:21
86.6%,43305000,86609.9999400605,-666641.6133130752,131497.33525895327,-535144.2780541219,307.47609564097877,507.4147600032765,1.009494344830774,104,3:05:13
86.6%,43310000,86619.99994002616,-667952.533790987,132974.26299990295,-534978.270791084,310.92954946524657,508.0768762841092,1.0081787906846982,104,3:05:05
86.6%,43315000,86629.99993999182,-666407.0397225348,133512.881041913,-532894.1586806218,312.18898314329726,506.66379867423854,1.0109905859611532,104,3:04:57
86.6%,43320000,86639.99993995747,-667993.8050269913,133320.97000265628,-534672.835024335,311.740243578006,508.9293079713485,1.0064901405438604,104,3:04:48
86.7%,43325000,86649.99993992313,-666217.2271266244,133165.74638126895,-533051.4807453555,311.37728905150215,507.6906422052831,1.0089457794257564,104,3:04:40
86.7%,43330000,86659.99993988879,-666044.6956038508,133029.2103570148,-533015.485246836,311.05803114738313,507.71062664171285,1.0089060654396156,104,3:04:32
86.7%,43335000,86669.99993985445,-667151.0797446985,132514.8852076942,-534636.1945370042,309.8554007785499,506.0360643695066,1.0122447129241388,104,3:04:23
86.7%,43340000,86679.9999398201,-666835.5638923561,132679.99201160256,-534155.5718807536,310.2414648408332,506.366551525745,1.0115840573662553,104,3:04:15
86.7%,43345000,86689.99993978576,-667207.6330019608,132371.03122940514,-534836.6017725556,309.519031531982,506.53968348539047,1.0112383045340334,104,3:04:07
86.7%,43350000,86699.99993975142,-667936.8819327638,132388.6349881775,-535548.2469445863,309.56019384911394,506.32667997626345,1.0116637162611806,104,3:03:58
86.7%,43355000,86709.99993971708,-667016.1267734077,132960.49625401763,-534055.6305193901,310.8973591150303,506.99622304491703,1.0103277054621986,104,3:03:50
86.7%,43360000,86719.99993968273,-666085.4916989403,132254.09313133828,-533831.398567602,309.24559884412963,508.9295451137671,1.0064896715565348,104,3:03:42
86.7%,43365000,86729.99993964839,-666551.3672794024,133810.26654782658,-532741.1007315759,312.8843503465828,507.35801460948846,1.009607251599712,104,3:03:34
86.7%,43370000,86739.99993961405,-669183.5744873993,132861.08750954372,-536322.4869778556,310.66491476501193,507.0678520480113,1.0101849853783906,104,3:03:25
86.8%,43375000,86749.9999395797,-665458.1342941122,132472.38821651402,-532985.7460775982,309.75603139666214,509.19076174327967,1.0059733388588576,104,3:03:17
86.8%,43380000,86759.99993954536,-667605.334663596,133192.61043699257,-534412.7242266034,311.44010443061774,510.1057279736868,1.0041689450179925,104,3:03:09
86.8%,43385000,86769.99993951102,-668051.2105436139,131186.88517662577,-536864.3253669881,306.75017994833377,507.2682717907865,1.0097858651767462,104,3:03:00
86.8%,43390000,86779.99993947668,-667583.3826471437,133080.2470666457,-534503.135580498,311.17736868514214,508.0905298682433,1.0081516985561665,104,3:02:52
86.8%,43395000,86789.99993944234,-667332.78601985,134149.17679215397,-533183.6092276961,313.67681354359974,507.40641442587776,1.0095109485096967,104,3:02:44
86.8%,43400000,86799.999939408,-665062.5241505527,132108.5004159502,-532954.0237346025,308.90516396312506,509.54551994917733,1.0052729553152835,104,3:02:35
86.8%,43405000,86809.99993937365,-667793.3159528249,132682.58503886167,-535110.7309139632,310.247528035163,507.49104769658277,1.0093425943805499,104,3:02:27
86.8%,43410000,86819.99993933931,-665789.3999831984,133175.72840863297,-532613.6715745653,311.4006297130785,510.60389068228636,1.0031892432752714,104,3:02:19
86.8%,43415000,86829.99993930497,-666774.5720064635,133631.10476529162,-533143.467241172,312.4654219685024,509.30186948169205,1.0057538787914964,104,3:02:11
86.8%,43420000,86839.99993927062,-667355.2488065991,132907.74077015376,-534447.5080364454,310.7740026213784,508.30769289340617,1.007720988425782,104,3:02:02
86.8%,43425000,86849.99993923628,-667372.7029817565,132514.23933618638,-534858.4636455702,309.85389055745594,507.10399956922817,1.010112977105486,104,3:01:54
86.9%,43430000,86859.99993920194,-664687.5208056783,133059.2963573736,-531628.2244483047,311.1283802986078,508.8515705687229,1.0066439023357454,104,3:01:46
86.9%,43435000,86869.9999391676,-666063.8258305266,131980.58573758713,-534083.2400929395,308.60606508176147,508.6615151128764,1.0070200231155753,104,3:01:37
86.9%,43440000,86879.99993913325,-666974.5925784917,132631.9735863139,-534342.6189921778,310.12918486270655,509.9096864341855,1.0045550110825097,104,3:01:29
86.9%,43445000,86889.99993909891,-664842.8579669478,132395.17409116094,-532447.6838757868,309.5754840285718,508.44480189032527,1.007449242872708,104,3:01:21
86.9%,43450000,86899.99993906457,-667404.0590252783,132475.25019586534,-534928.808829413,309.7627234732355,509.1074228314157,1.0061380127953687,104,3:01:12
86.9%,43455000,86909.99993903023,-665382.317083247,132254.27657126222,-533128.0405119848,309.24602777595163,508.37223294865186,1.00759305388481,104,3:01:04
86.9%,43460000,86919.99993899588,-667696.1473798319,133095.5222159995,-534600.6251638324,311.2130860878894,509.562866474313,1.0052387338408886,104,3:00:56
